Time_1,Radius_1
0,0.013156537
0.333666667,0.014328632
0.5005,0.014360072
0.767433333,0.014481947
1.167833333,0.014670554
1.768433333,0.014912644
2.669333333,0.015180032
4.004,0.015476707
6.006,0.01580625
9.009,0.016145394
13.5135,0.016488844
20.28693333,0.01684245
30.4304,0.017196631
45.6456,0.017547715
68.4684,0.017896235
102.7026,0.018247233
154.0539,0.018609764
231.0975333,0.018971396
